4.989842340824490186e-01,-4.974266900067687014e-01,-5.001921986091567573e-01,-4.972289239133525496e-01,-4.989401546768434947e-01,-5.009207304570013619e-01,-4.988326604508802053e-01,-5.018078638178957718e-01,-5.000901428113572189e-01,-5.017731271727747799e-01
-4.973498806979079756e-01,5.012442384412268970e-01,-5.006853238462115607e-01,-4.990863789782443161e-01,-5.007039575158662714e-01,-5.011133857867930974e-01,-4.971192074687811879e-01,-4.986968056212566225e-01,-5.003608127031550223e-01,-9.995600781501745580e-01
-4.973097227010556676e-01,-5.006926236782155426e-01,5.082982451821907999e-01,-5.036109351436562909e-01,-5.033866262139229386e-01,-5.080012496560328827e-01,-4.949058389945475978e-01,-4.983608537755638279e-01,-4.989982969843730909e-01,-9.999997051703393147e-01
-4.952161773499786923e-01,-5.109256957114834963e-01,-4.961179813088855139e-01,5.027684285927299657e-01,-5.058715303145382425e-01,-5.054135699699371376e-01,-4.940918482602729145e-01,-5.053298247502409080e-01,-4.962456114624768655e-01,-4.991964289160474300e-01
-4.990189271411908378e-01,-5.037136650687982220e-01,-4.991040444243522445e-01,-4.970753272700299541e-01,5.035699311954594526e-01,-5.020637646653358654e-01,-5.014497025804398600e-01,-4.994411817030390832e-01,-5.047971570960918530e-01,-5.020632438726182478e-01
-4.964697296583189257e-01,-5.051642040890704788e-01,-4.918064722833938585e-01,-5.014986447490811239e-01,-5.062860787216008074e-01,4.932789261929838021e-01,-5.101305533249079760e-01,-5.000355004028174122e-01,-5.007407947691556727e-01,-5.017718073689475533e-01
-5.001347426717422939e-01,-5.070126515099587783e-01,-4.855367944283579540e-01,-4.183350339837055287e-01,-4.442080164310516777e-01,-5.108800552189166622e-01,-3.101930511723538508e-01,-4.369821684234556081e-01,1.647965490642521458e-01,-5.054114584908409036e-01
-5.071857451957564322e-01,-4.992861754154379605e-01,-5.066457190116183673e-01,-4.885532934665710592e-01,-4.729759281383966729e-01,-5.118925570767444144e-01,-6.058800695943953318e-01,5.194133173935011616e-01,-4.024103710952252611e-01,-5.108971112003211079e-01
-5.001347426717422939e-01,-5.070126515099587783e-01,-4.855367944283579540e-01,-4.183350339837055287e-01,-4.442080164310516777e-01,-5.108800552189166622e-01,-3.101930511723538508e-01,-4.369821684234556081e-01,1.647965490642521458e-01,-5.054114584908409036e-01
-4.849219600790152795e-01,-5.099849611614873934e-01,-4.730893669123015788e-01,-4.914334752935189399e-01,-5.123363704977946798e-01,-5.286622751623579752e-01,-6.538654803894522471e-01,-4.956521914460979006e-01,-3.056473695195661144e-01,5.046225851931920303e-01
